domain,combined_score,category,category_label,pc1_score,llm_score,iffy_tier,sources
sarahpalin-blog.com,0.5751,3,Mixed,0.5751,,,pc1
sarahpalin.com,0.8052,5,High,0.8052,,,pc1
sarasotareview.com,0.3691,2,Low,0.3786,,4,pc1+iffy
saratogastandard.com,0.4637,3,Mixed,0.5206,,4,pc1+iffy
saratogian.com,0.7292,4,Moderately High,0.7438,0.7000,,pc1+llm
sardiniapost.it,0.8330,5,High,0.8330,,,pc1
sarniathisweek.com,0.5719,3,Mixed,0.5719,,,pc1
saronnonews.it,0.6312,4,Moderately High,0.6312,,,pc1
sasktoday.ca,0.7698,4,Moderately High,0.7698,,,pc1
satiratribune.com,0.4382,3,Mixed,0.4382,,,pc1
satirev.org,0.5144,3,Mixed,0.5144,,,pc1
satirewire.com,0.4416,3,Mixed,0.4416,,,pc1
satprwire.com,0.7211,4,Moderately High,0.7211,,,pc1
saturdayblitz.com,0.5101,3,Mixed,0.5101,,,pc1
saudigazette.com.sa,0.6956,4,Moderately High,0.6935,0.7000,,pc1+llm
saukvalley.com,0.6927,4,Moderately High,0.6890,0.7000,,pc1+llm
saultonline.com,0.7025,4,Moderately High,0.7025,,,pc1
saultstar.com,0.6998,4,Moderately High,0.6997,0.7000,,pc1+llm
saultthisweek.com,0.5934,3,Mixed,0.5934,,,pc1
savagetakes.com,0.6215,4,Moderately High,0.6215,,,pc1
savannahnow.com,0.7776,4,Moderately High,0.8163,0.7000,,pc1+llm
savannahstandard.com,0.5182,3,Mixed,0.5182,,,pc1
savannahsuntimes.com,0.3500,2,Low,,,4,iffy
savebritain.org,0.3824,2,Low,0.3824,,,pc1
savejersey.com,0.6559,4,Moderately High,0.6559,,,pc1
savethemales.ca,0.1581,1,Very Low,0.1412,0.2000,2,pc1+llm+iffy
savingourfuture.com,0.7119,4,Moderately High,0.7119,,,pc1
savoiraimer.eu,0.5597,3,Mixed,0.5597,,,pc1
sayfiereview.com,0.9119,5,High,0.9119,,,pc1
sb24news.com,0.6663,4,Moderately High,0.6663,,,pc1
sbgi.net,0.6136,4,Moderately High,0.6136,,,pc1
sbnation.com,0.6639,4,Moderately High,0.6459,0.7000,,pc1+llm
sbs.com.au,0.8745,5,High,0.8617,0.9000,,pc1+llm
sbsun.com,0.7780,4,Moderately High,0.8169,0.7000,,pc1+llm
scalaskanews.com,0.3238,2,Low,0.3108,,4,pc1+iffy
scallywagandvagabond.com,0.5488,3,Mixed,0.6733,0.3000,,pc1+llm
scarletandgame.com,0.6300,4,Moderately High,0.6300,,,pc1
scarymommy.com,0.5171,3,Mixed,0.4757,0.6000,,pc1+llm
scconnnews.com,0.2683,2,Low,0.2275,,4,pc1+iffy
scenarieconomici.it,0.1155,1,Very Low,0.1155,,,pc1
schmedium.org,0.3872,2,Low,0.3872,,,pc1
schwaebische.de,0.7688,4,Moderately High,0.8033,0.7000,,pc1+llm
schwarzwaelder-bote.de,0.6083,4,Moderately High,0.5624,0.7000,,pc1+llm
sci-techuniverse.com,0.5299,3,Mixed,0.5299,,,pc1
scicentral.com,0.8375,5,High,0.8375,,,pc1
science-a2z.com,0.7668,4,Moderately High,0.7668,,,pc1
science-et-vie.com,0.6715,4,Moderately High,0.6573,0.7000,,pc1+llm
science.energy.gov,0.8544,5,High,0.8544,,,pc1
science.news,0.1819,1,Very Low,0.1887,0.3000,1,pc1+llm+iffy
science.org,0.7062,4,Moderately High,0.6093,0.9000,,pc1+llm
science101.com,0.7596,4,Moderately High,0.7596,,,pc1
sciencealert.com,0.8263,5,High,0.8895,0.7000,,pc1+llm
sciencebasedmedicine.org,0.9071,5,High,0.9356,0.8500,,pc1+llm
scienceblogs.com,0.8388,5,High,0.9082,0.7000,,pc1+llm
scienceclowns.com,0.1800,1,Very Low,0.2451,,1,pc1+iffy
sciencedaily.com,0.8304,5,High,0.8456,0.8000,,pc1+llm
sciencedebate.org,0.9101,5,High,0.9101,,,pc1
sciencedeception.com,0.4715,3,Mixed,0.4715,,,pc1
sciencedirect.com,0.9231,5,High,0.9096,0.9500,,pc1+llm
sciencefeedback.co,0.8731,5,High,0.9096,0.8000,,pc1+llm
sciencefiles.org,0.3037,2,Low,0.3037,,,pc1
sciencefocus.com,0.7422,4,Moderately High,0.7133,0.8000,,pc1+llm
sciencefraud.news,0.3223,2,Low,0.3223,,,pc1
sciencehistory.org,0.8416,5,High,0.8375,0.8500,,pc1+llm
scienceillustrated.com.au,0.7987,4,Moderately High,0.8480,0.7000,,pc1+llm
sciencemag.org,0.9283,5,High,0.9175,0.9500,,pc1+llm
sciencemediacentre.org,0.8361,5,High,0.8541,0.8000,,pc1+llm
sciencenews.org,0.9005,5,High,0.9008,0.9000,,pc1+llm
sciencepost.fr,0.6029,4,Moderately High,0.6029,,,pc1
sciencesetavenir.fr,0.6522,4,Moderately High,0.5783,0.8000,,pc1+llm
sciencespeaksblog.org,0.5121,3,Mixed,0.5121,,,pc1
sciencetimes.com,0.4262,3,Mixed,0.3774,0.6000,4,pc1+llm+iffy
sciencetrends.com,0.7755,4,Moderately High,0.8132,0.7000,,pc1+llm
sciencetyranny.com,0.2439,2,Low,0.2439,,,pc1
sciencevibe.com,0.2619,2,Low,0.2179,,4,pc1+iffy
sciencing.com,0.7275,4,Moderately High,0.7912,0.6000,,pc1+llm
scientific.news,0.2439,2,Low,0.2439,,,pc1
scientificamerican.com,0.8744,5,High,0.8616,0.9000,,pc1+llm
scienzaeconoscenza.it,0.2615,2,Low,0.2615,,,pc1
scienzainrete.it,0.6093,4,Moderately High,0.6093,,,pc1
scienzenotizie.it,0.6542,4,Moderately High,0.6542,,,pc1
scinexx.de,0.6846,4,Moderately High,0.6769,0.7000,,pc1+llm
scitech.whatfinger.com,0.2401,2,Low,0.2401,,,pc1
scitechdaily.com,0.6569,4,Moderately High,0.6354,0.7000,,pc1+llm
sckansasnews.com,0.3492,2,Low,0.3488,,4,pc1+iffy
scmidlandnews.com,0.5083,3,Mixed,0.5083,,,pc1
scminnesotanews.com,0.4637,3,Mixed,0.5206,,4,pc1+iffy
scmissnews.com,0.5652,3,Mixed,0.6728,,4,pc1+iffy
scmissourinews.com,0.5274,3,Mixed,0.6161,,4,pc1+iffy
scmp.com,0.7620,4,Moderately High,0.7680,0.7500,,pc1+llm
scnebraskanews.com,0.4379,3,Mixed,0.4819,,4,pc1+iffy
scnewyorknews.com,0.5002,3,Mixed,0.5753,,4,pc1+iffy
scnow.com,0.6913,4,Moderately High,0.6870,0.7000,,pc1+llm
scoklahomanews.com,0.3610,2,Low,0.3665,,4,pc1+iffy
scoopnest.com,0.8273,5,High,0.8273,,,pc1
scoopwhoop.com,0.6167,4,Moderately High,0.7250,0.4000,,pc1+llm
scopeblog.stanford.edu,0.6250,4,Moderately High,0.6250,,,pc1
scoperatings.com,0.8063,5,High,0.8063,,,pc1
scorecenter.espn.com,0.5595,3,Mixed,0.5595,,,pc1
scores.espn.com,0.6365,4,Moderately High,0.6365,,,pc1
scores.nbcsports.com,0.6837,4,Moderately High,0.6837,,,pc1
scotsman.com,0.8840,5,High,0.9260,0.8000,,pc1+llm
scottishdailyexpress.co.uk,0.7042,4,Moderately High,0.7042,,,pc1
scotusblog.com,0.8804,5,High,0.8706,0.9000,,pc1+llm
scpanews.com,0.3824,2,Low,0.3824,,,pc1
scrantonreporter.com,0.3826,2,Low,0.3826,,,pc1
scrapetv.com,0.2438,2,Low,0.2438,,,pc1
scrappleface.com,0.3675,2,Low,0.3675,,,pc1
scripps.ucsd.edu,0.8498,5,High,0.8498,,,pc1
scroll.in,0.7358,4,Moderately High,0.7536,0.7000,,pc1+llm
scrubsmag.com,0.6529,4,Moderately High,0.6794,0.6000,,pc1+llm
scsun-news.com,0.6598,4,Moderately High,0.6598,,,pc1
scsuntimes.com,0.6097,4,Moderately High,0.6097,,,pc1
sctennnews.com,0.5033,3,Mixed,0.5033,,,pc1
sctexasnews.com,0.3718,2,Low,0.3718,,,pc1
sctimes.com,0.8182,5,High,0.8773,0.7000,,pc1+llm
scuolainforma.it,0.6840,4,Moderately High,0.6840,,,pc1
scvanews.com,0.7375,4,Moderately High,0.7375,,,pc1
scvermontnews.com,0.3485,2,Low,0.3485,,,pc1
scwisconsinnews.com,0.6148,4,Moderately High,0.6148,,,pc1
sdbusinessdaily.com,0.4260,3,Mixed,0.4260,,,pc1
sdcitybeat.com,0.7123,4,Moderately High,0.7123,,,pc1
seacoastonline.com,0.7689,4,Moderately High,0.8033,0.7000,,pc1+llm
seacoaststandard.org,0.3500,2,Low,,,4,iffy
seaforthhuronexpositor.com,0.5062,3,Mixed,0.5062,,,pc1
sealaskanews.com,0.3238,2,Low,0.3108,,4,pc1+iffy
sealleghenynews.com,0.4260,3,Mixed,0.4260,,,pc1
searchengine.news,0.5903,3,Mixed,0.5903,,,pc1
searizonanews.com,0.3082,2,Low,0.2874,,4,pc1+iffy
seatlantanews.com,0.4039,3,Mixed,0.4308,,4,pc1+iffy
seattlecitywire.com,0.6161,4,Moderately High,0.6161,,,pc1
seattledaily.site,0.3344,2,Low,0.3344,,,pc1
seattlemedium.com,0.6791,4,Moderately High,0.6791,,,pc1
seattlepi.com,0.8118,5,High,0.8678,0.7000,,pc1+llm
seattletimes.com,0.8160,5,High,0.7990,0.8500,,pc1+llm
sebgorka.com,0.6164,4,Moderately High,0.6164,,,pc1
sebluegrassnews.com,0.4621,3,Mixed,0.5182,,4,pc1+iffy
secession.news,0.4148,3,Mixed,0.4148,,,pc1
secoloditalia.it,0.5620,3,Mixed,0.5620,,,pc1
secoloradonews.com,0.3348,2,Low,0.3272,,4,pc1+iffy
secondamendment.news,0.3960,2,Low,0.3960,,,pc1
secondamendmentdaily.com,0.1586,1,Very Low,0.1628,,2,pc1+iffy
secondnexus.com,0.4404,3,Mixed,0.4606,0.4000,,pc1+llm
secondopianonews.it,0.3652,2,Low,0.3652,,,pc1
seconnnews.com,0.3691,2,Low,0.3786,,4,pc1+iffy
secretlifeofmom.com,0.5715,3,Mixed,0.5715,,,pc1
secretnews.fr,0.2539,2,Low,0.2539,,,pc1
secretnewsusa.com,0.6477,4,Moderately High,0.6477,,,pc1
secretnyc.co,0.7379,4,Moderately High,0.7379,,,pc1
secretsofthefed.com,0.2110,2,Low,0.2165,0.2000,,pc1+llm
section215.com,0.6299,4,Moderately High,0.6299,,,pc1
sections.dl-online.com,0.6450,4,Moderately High,0.6450,,,pc1
secure.today.com,0.6573,4,Moderately High,0.6573,,,pc1
secureamericanow.org,0.3026,2,Low,0.2789,,4,pc1+iffy
securingdemocracy.gmfus.org,0.8550,5,High,0.8550,,,pc1
sedallasnews.com,0.3824,2,Low,0.3824,,,pc1
sedenvernews.com,0.3082,2,Low,0.2874,,4,pc1+iffy
seeds.news,0.2590,2,Low,0.2590,,,pc1
seeker.com,0.8389,5,High,0.9083,0.7000,,pc1+llm
seekingalpha.com,0.7291,4,Moderately High,0.6937,0.8000,,pc1+llm
seekr.com,0.3500,2,Low,,,4,iffy
segeorgianews.com,0.5428,3,Mixed,0.5428,,,pc1
segnidalcielo.it,0.2280,2,Low,0.2421,0.2000,,pc1+llm
segrandrapids.com,0.6128,4,Moderately High,0.7442,,4,pc1+iffy
segretodistato.com,0.2598,2,Low,0.2598,,,pc1
sehoustonnews.com,0.4150,3,Mixed,0.4150,,,pc1
seillinoisnews.com,0.4258,3,Mixed,0.4637,,4,pc1+iffy
seindiananews.com,0.4039,3,Mixed,0.4308,,4,pc1+iffy
seiowanews.com,0.4197,3,Mixed,0.4546,,4,pc1+iffy
sekansascitynews.com,0.3646,2,Low,0.3719,,4,pc1+iffy
sekansasnews.com,0.5093,3,Mixed,0.5890,,4,pc1+iffy
sekentuckynews.com,0.4697,3,Mixed,0.5296,,4,pc1+iffy
selatimes.com,0.3082,2,Low,0.2874,,4,pc1+iffy
self.com,0.7412,4,Moderately High,0.7119,0.8000,,pc1+llm
selfdefense.news,0.3863,2,Low,0.3863,,,pc1
selmatimesjournal.com,0.5796,3,Mixed,0.5796,,,pc1
seminnesotanews.com,0.5652,3,Mixed,0.6728,,4,pc1+iffy
semissourinews.com,0.3716,2,Low,0.3824,,4,pc1+iffy
semontananews.com,0.4141,3,Mixed,0.3962,,5,pc1+iffy
semplicipensieri.com,0.4071,3,Mixed,0.4071,,,pc1
sen.com.au,0.6451,4,Moderately High,0.6451,,,pc1
senebraskanews.com,0.3927,2,Low,0.4140,,4,pc1+iffy
senegal7.com,0.6361,4,Moderately High,0.6361,,,pc1
senorthcarolinanews.com,0.4837,3,Mixed,0.5506,,4,pc1+iffy
sensationalisttimes.com,0.5144,3,Mixed,0.5144,,,pc1
senshot.com,0.6029,4,Moderately High,0.6029,,,pc1
sentencingproject.org,0.7836,4,Moderately High,0.7754,0.8000,,pc1+llm
sentinel-echo.com,0.7698,4,Moderately High,0.7698,,,pc1
sentinel-standard.com,0.6659,4,Moderately High,0.6659,,,pc1
sentinelandenterprise.com,0.6576,4,Moderately High,0.6364,0.7000,,pc1+llm
sentinelblog.com,0.2463,2,Low,0.2463,,,pc1
sentinelcolorado.com,0.6346,4,Moderately High,0.6020,0.7000,,pc1+llm
sentinelksmo.org,0.6341,4,Moderately High,0.6341,,,pc1
sentinelsource.com,0.6976,4,Moderately High,0.6964,0.7000,,pc1+llm
senzacensura.org,0.2463,2,Low,0.2463,,,pc1
seoaklandnews.com,0.3723,2,Low,0.3835,,4,pc1+iffy
seohiotimes.com,0.4788,3,Mixed,0.5432,,4,pc1+iffy
seoklahomanews.com,0.4206,3,Mixed,0.4559,,4,pc1+iffy
sequimgazette.com,0.5628,3,Mixed,0.5628,,,pc1
servustv.com,0.7824,4,Moderately High,0.8237,0.7000,,pc1+llm
sesdnews.com,0.6161,4,Moderately High,0.6161,,,pc1
setennnews.com,0.6449,4,Moderately High,0.6449,,,pc1
setexasrecord.com,0.5423,3,Mixed,0.6134,0.4000,,pc1+llm
setexastimes.com,0.4080,3,Mixed,0.4080,,,pc1
settimanalelancora.it,0.5526,3,Mixed,0.5526,,,pc1
setwincities.com,0.4173,3,Mixed,0.4510,,4,pc1+iffy
sevalleytimes.com,0.5227,3,Mixed,0.5227,,,pc1
sevegasnews.com,0.5481,3,Mixed,0.6471,,4,pc1+iffy
sevendaysvt.com,0.6326,4,Moderately High,0.5989,0.7000,,pc1+llm
seventeen.com,0.6294,4,Moderately High,0.6441,0.6000,,pc1+llm
sewashingtonnews.com,0.6207,4,Moderately High,0.6207,,,pc1
sewyomingnews.com,0.4814,3,Mixed,0.4814,,,pc1
sfbayview.com,0.6153,4,Moderately High,0.6230,0.6000,,pc1+llm
sfchronicle.com,0.8320,5,High,0.8480,0.8000,,pc1+llm
sfexaminer.com,0.8079,5,High,0.8619,0.7000,,pc1+llm
sfgate.com,0.8577,5,High,0.8866,0.8000,,pc1+llm
sfglobe.com,0.7461,4,Moderately High,0.7461,,,pc1
sfpublicpress.org,0.6952,4,Moderately High,0.6428,0.8000,,pc1+llm
sfvtoday.com,0.3275,2,Low,0.3162,,4,pc1+iffy
sg.finance.yahoo.com,0.7447,4,Moderately High,0.7447,,,pc1
sg.news.yahoo.com,0.7161,4,Moderately High,0.7161,,,pc1
sg.sports.yahoo.com,0.7468,4,Moderately High,0.7468,,,pc1
sg.style.yahoo.com,0.6416,4,Moderately High,0.6416,,,pc1
sgsnews.com,0.7091,4,Moderately High,0.7091,,,pc1
sgtreport.com,0.2049,2,Low,0.2348,0.2000,2,pc1+llm+iffy
sgvstandard.com,0.3238,2,Low,0.3108,,4,pc1+iffy
sgvtribune.com,0.6619,4,Moderately High,0.6428,0.7000,,pc1+llm
shadolsonshow.com,0.6954,4,Moderately High,0.6954,,,pc1
shadowproof.com,0.6406,4,Moderately High,0.6608,0.6000,,pc1+llm
shafaaq.com,0.2268,2,Low,0.2268,,,pc1
shafaq.com,0.3542,2,Low,0.3562,,4,pc1+iffy
shameproject.com,0.8200,5,High,0.8200,,,pc1
shareably.co,0.4846,3,Mixed,0.5269,0.4000,,pc1+llm
shareably.net,0.6235,4,Moderately High,0.7852,0.3000,,pc1+llm
shareblue.com,0.3239,2,Low,0.3359,0.3000,,pc1+llm
sharecare.com,0.6037,4,Moderately High,0.5555,0.7000,,pc1+llm
shared.com,0.5353,3,Mixed,0.6029,0.4000,,pc1+llm
shared.us,0.5088,3,Mixed,0.5088,,,pc1
shariawatch.org.uk,0.2165,2,Low,0.2165,,,pc1
shark-tank.com,0.6835,4,Moderately High,0.6835,,,pc1
sharonherald.com,0.6742,4,Moderately High,0.6613,0.7000,,pc1+llm
sharpelbowsstl.blogspot.ca,0.5861,3,Mixed,0.5861,,,pc1
sharylattkisson.com,0.5251,3,Mixed,0.5876,0.4000,,pc1+llm
shawlocal.com,0.7234,4,Moderately High,0.7352,0.7000,,pc1+llm
shawmediaillinois.com,0.7635,4,Moderately High,0.7635,,,pc1
shawneedispatch.com,0.6300,4,Moderately High,0.6300,,,pc1
sheboyganpress.com,0.6882,4,Moderately High,0.6823,0.7000,,pc1+llm
sheepkillers.com,0.1413,1,Very Low,0.1369,,2,pc1+iffy
sheeple.news,0.2661,2,Low,0.2661,,,pc1
sheknows.com,0.5810,3,Mixed,0.5715,0.6000,,pc1+llm
shelbycountyreporter.com,0.5204,3,Mixed,0.4306,0.7000,,pc1+llm
shelbynews.com,0.5933,3,Mixed,0.5933,,,pc1
shelbyreporter.com,0.6150,4,Moderately High,0.6150,,,pc1
shelbyreview.com,0.5800,3,Mixed,0.6950,,4,pc1+iffy
shelbystar.com,0.6619,4,Moderately High,0.6428,0.7000,,pc1+llm
shelbyvilledailyunion.com,0.5162,3,Mixed,0.5162,,,pc1
shenandoahvalleynews.com,0.3824,2,Low,0.3824,,,pc1
shenangovalleynews.com,0.4814,3,Mixed,0.4814,,,pc1
shepherdstownchronicle.com,0.5091,3,Mixed,0.5091,,,pc1
sherwoodparknews.com,0.5017,3,Mixed,0.5017,,,pc1
shetnews.co.uk,0.5700,3,Mixed,0.5051,0.7000,,pc1+llm
shiawasseetimes.com,0.6463,4,Moderately High,0.7944,,4,pc1+iffy
shieldsgazette.com,0.7156,4,Moderately High,0.7233,0.7000,,pc1+llm
shoalstoday.com,0.3691,2,Low,0.3786,,4,pc1+iffy
shoebat.com,0.1318,1,Very Low,0.0886,0.2000,2,pc1+llm+iffy
shondaland.com,0.6697,4,Moderately High,0.6546,0.7000,,pc1+llm
shootings.news,0.6618,4,Moderately High,0.6618,,,pc1
shorelinebeacon.com,0.5967,3,Mixed,0.5967,,,pc1
shorenewsnetwork.com,0.5031,3,Mixed,0.6047,0.3000,,pc1+llm
shorensteincenter.org,0.9039,5,High,0.9058,0.9000,,pc1+llm
shortme.us,0.3506,2,Low,0.3506,,,pc1
showmestatetimes.com,0.4173,3,Mixed,0.4510,,4,pc1+iffy
shredmoney.com,0.4577,3,Mixed,0.4577,,,pc1
shreveportreporter.com,0.5086,3,Mixed,0.5880,,4,pc1+iffy
shreveporttimes.com,0.8506,5,High,0.9260,0.7000,,pc1+llm
shropshirestar.com,0.6533,4,Moderately High,0.6300,0.7000,,pc1+llm
shtf.news,0.3863,2,Low,0.3863,,,pc1
shtfplan.com,0.2180,2,Low,0.2611,0.2000,2,pc1+llm+iffy
shz.de,0.7846,4,Moderately High,0.8270,0.7000,,pc1+llm
si.com,0.6480,4,Moderately High,0.5719,0.8000,,pc1+llm
siamorimastisoli.com,0.2670,2,Low,0.2670,,,pc1
siamorimastisoli.today,0.2438,2,Low,0.2438,,,pc1
sickchirpse.com,0.1931,1,Very Low,0.2112,0.3000,1,pc1+llm+iffy
sidelionreport.com,0.6988,4,Moderately High,0.6988,,,pc1
sidhanepalipost.com,0.4920,3,Mixed,0.4920,,,pc1
sidmouthherald.co.uk,0.6992,4,Moderately High,0.6987,0.7000,,pc1+llm
sidneydailynews.com,0.6382,4,Moderately High,0.6382,,,pc1
sidneyherald.com,0.7569,4,Moderately High,0.7569,,,pc1
siecledigital.fr,0.6396,4,Moderately High,0.6093,0.7000,,pc1+llm
siegener-zeitung.de,0.5785,3,Mixed,0.5785,,,pc1
sierraclub.org,0.7575,4,Moderately High,0.7112,0.8500,,pc1+llm
sierrasun.com,0.6297,4,Moderately High,0.5946,0.7000,,pc1+llm
signalscv.com,0.7060,4,Moderately High,0.7590,0.6000,,pc1+llm
significancemagazine.com,0.8131,5,High,0.8131,,,pc1
signoraggio.it,0.1923,1,Very Low,0.1923,,,pc1
silenceisconsent.net,0.6443,4,Moderately High,0.6443,,,pc1
silenziefalsita.it,0.3636,2,Low,0.3636,,,pc1
siliconvalley.com,0.7300,4,Moderately High,0.7300,,,pc1
silive.com,0.8182,5,High,0.8773,0.7000,,pc1+llm
silnews.com,0.4332,3,Mixed,0.4748,,4,pc1+iffy
silver-coin-investor.com,0.4163,3,Mixed,0.4163,,,pc1
silverbearcafe.com,0.2944,2,Low,0.2944,,,pc1
silverdoctors.com,0.2101,2,Low,0.1651,0.3000,,pc1+llm
silverstatetimes.com,0.5178,3,Mixed,0.5178,,,pc1
silverstealers.net,0.3509,2,Low,0.3509,,,pc1
simcoe.com,0.6541,4,Moderately High,0.6312,0.7000,,pc1+llm
simcoereformer.ca,0.5782,3,Mixed,0.5173,0.7000,,pc1+llm
similkameenspotlight.com,0.7030,4,Moderately High,0.7030,,,pc1
simplepolitics.co.uk,0.8712,5,High,0.8712,,,pc1
singaporenewslive.com,0.5642,3,Mixed,0.5642,,,pc1
singularityhub.com,0.8266,5,High,0.8898,0.7000,,pc1+llm
siouxcityjournal.com,0.8137,5,High,0.8706,0.7000,,pc1+llm
siouxcitytimes.com,0.3492,2,Low,0.3488,,4,pc1+iffy
siouxempiretoday.com,0.7419,4,Moderately High,0.7419,,,pc1
siouxlandnews.com,0.6685,4,Moderately High,0.6685,,,pc1
siouxlandproud.com,0.6634,4,Moderately High,0.6450,0.7000,,pc1+llm
sircharlesincharge.com,0.6707,4,Moderately High,0.6707,,,pc1
sistersletter.com,0.5088,3,Mixed,0.5088,,,pc1
sistertoldjah.com,0.5328,3,Mixed,0.5328,,,pc1
sites.agu.org,0.8892,5,High,0.8892,,,pc1
sitoaurora.wordpress.com,0.2528,2,Low,0.2528,,,pc1
sitsshow.blogspot.com,0.2539,2,Low,0.2539,,,pc1
sj-r.com,0.6971,4,Moderately High,0.6957,0.7000,,pc1+llm
sjlendman.blogspot.com,0.4934,3,Mixed,0.4934,,,pc1
sjnewsonline.com,0.5943,3,Mixed,0.5943,,,pc1
skepchick.org,0.6295,4,Moderately High,0.6443,0.6000,,pc1+llm
skepdic.com,0.8350,5,High,0.9024,0.7000,,pc1+llm
skeptic.com,0.8027,5,High,0.8541,0.7000,,pc1+llm
skepticalinquirer.org,0.8870,5,High,0.9555,0.7500,,pc1+llm
skepticalraptor.com,0.7216,4,Moderately High,0.7323,0.7000,,pc1+llm
skepticalscience.com,0.8731,5,High,0.9096,0.8000,,pc1+llm
skepticink.com,0.2625,2,Low,0.2188,,4,pc1+iffy
skeptics.com.au,0.8375,5,High,0.8375,,,pc1
skeptics.news,0.3058,2,Low,0.3058,,,pc1
skeptiko.com,0.1177,1,Very Low,0.0604,0.3000,1,pc1+llm+iffy
skeptoid.com,0.8618,5,High,0.9427,0.7000,,pc1+llm
skift.com,0.7022,4,Moderately High,0.6533,0.8000,,pc1+llm
skincancer.org,0.7043,4,Moderately High,0.6064,0.9000,,pc1+llm
skwawkbox.org,0.5695,3,Mixed,0.7042,0.3000,,pc1+llm
sky.com,0.7885,4,Moderately High,0.7827,0.8000,,pc1+llm
sky24ore.it,0.2942,2,Low,0.2942,,,pc1
skyandtelescope.com,0.8365,5,High,0.8547,0.8000,,pc1+llm
skyandtelescope.org,0.7666,4,Moderately High,0.7249,0.8500,,pc1+llm
skyhinews.com,0.6646,4,Moderately High,0.6646,,,pc1
skynew.it,0.2267,2,Low,0.2267,,,pc1
skynews.com.au,0.5561,3,Mixed,0.4842,0.7000,,pc1+llm
skytg24news.com,0.3509,2,Low,0.3509,,,pc1
skytg24news.it,0.2693,2,Low,0.2693,,,pc1
slapthesign.com,0.5807,3,Mixed,0.5807,,,pc1
slate.com,0.6420,4,Moderately High,0.6129,0.7000,,pc1+llm
slate.fr,0.5683,3,Mixed,0.5024,0.7000,,pc1+llm
slctimes.com,0.4714,3,Mixed,0.4714,,,pc1
sleepyeyenews.com,0.6318,4,Moderately High,0.6318,,,pc1
slender.news,0.2439,2,Low,0.2439,,,pc1
slicereport.com,0.5560,3,Mixed,0.5560,,,pc1
sloreporter.com,0.4064,3,Mixed,0.4346,,4,pc1+iffy
sltrib.com,0.8737,5,High,0.9106,0.8000,,pc1+llm
smag31.com,0.3411,2,Low,0.3411,,,pc1
smartmeters.news,0.7146,4,Moderately High,0.7146,,,pc1
smartnews.com,0.7909,4,Moderately High,0.7909,,,pc1
smeared.news,0.3484,2,Low,0.3484,,,pc1
smh.com.au,0.7775,4,Moderately High,0.7662,0.8000,,pc1+llm
smhwtfnews.com,0.2370,2,Low,0.2370,,,pc1
smirkingchimp.com,0.5091,3,Mixed,0.6136,0.3000,,pc1+llm
smithfieldtimes.com,0.5361,3,Mixed,0.5361,,,pc1
smithmountainlake.com,0.6603,4,Moderately High,0.6603,,,pc1
smithsonianmag.com,0.9475,5,High,0.9712,0.9000,,pc1+llm
smobserved.com,0.2310,2,Low,0.2371,0.3000,2,pc1+llm+iffy
smokymountaintoday.com,0.4443,3,Mixed,0.4443,,,pc1
sn-online.de,0.6723,4,Moderately High,0.6723,,,pc1
snanews.de,0.3948,2,Low,0.6645,0.2000,1,pc1+llm+iffy
snexplores.org,0.7048,4,Moderately High,0.7048,,,pc1
snjtoday.com,0.6463,4,Moderately High,0.6463,,,pc1
snoopack.com,0.2438,2,Low,0.2438,,,pc1
snopes.com,0.9024,5,High,0.9035,0.9000,,pc1+llm
snopes.news,0.1986,1,Very Low,0.2729,,1,pc1+iffy
soaringdownsouth.com,0.6153,4,Moderately High,0.6230,0.6000,,pc1+llm
socalrecord.com,0.3899,2,Low,0.3899,,,pc1
soccer.nbcsports.com,0.6964,4,Moderately High,0.6964,,,pc1
sociable.co,0.8712,5,High,0.8712,,,pc1
socialbuzz.it,0.2435,2,Low,0.2435,,,pc1
socialeverythings.com,0.1940,1,Very Low,0.1940,,,pc1
socialistworker.org,0.5374,3,Mixed,0.6061,0.4000,,pc1+llm
socialjustice.news,0.2447,2,Low,0.2447,,,pc1
socialnotixweb.com,0.2463,2,Low,0.2463,,,pc1
socialtrp.com,0.6545,4,Moderately High,0.6545,,,pc1
societyforscience.org,0.9064,5,High,0.9096,0.9000,,pc1+llm
sodomojo.com,0.5091,3,Mixed,0.5091,,,pc1
soester-anzeiger.de,0.7165,4,Moderately High,0.7247,0.7000,,pc1+llm
sofrep.com,0.7024,4,Moderately High,0.7536,0.6000,,pc1+llm
sohu.com,0.4451,3,Mixed,0.4152,0.6000,4,pc1+llm+iffy
sojo.net,0.7486,4,Moderately High,0.7729,0.7000,,pc1+llm
sol.de,0.5992,3,Mixed,0.5992,,,pc1
solanosun.com,0.3691,2,Low,0.3786,,4,pc1+iffy
solidarites-sante.gouv.fr,0.6851,4,Moderately High,0.5526,0.9500,,pc1+llm
soloitaliani.com,0.2216,2,Low,0.2216,,,pc1
somdnews.com,0.6326,4,Moderately High,0.5989,0.7000,,pc1+llm
somerset-kentucky.com,0.7067,4,Moderately High,0.7067,,,pc1
somersetlive.co.uk,0.5747,3,Mixed,0.5121,0.7000,,pc1+llm
somersettimes.com,0.3717,2,Low,0.3826,,4,pc1+iffy
sondriotoday.it,0.6757,4,Moderately High,0.6757,,,pc1
sonorannews.com,0.5802,3,Mixed,0.5802,,,pc1
sonsof1776.com,0.2721,2,Low,0.2721,,,pc1
